alpha,alpha_den,alpha_num,capped_at_period,deadline_changed,derived_deadline_ns,derived_scenario,flow_id,flow_kind,original_deadline_ns,period_ns,release_ns,source_scenario
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C02_M03_A3_C02_M03,ControlCommand,400000,500000,85700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C02_M03_A4_C02_M03,ControlCommand,400000,500000,52800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C02_M04_A1_C02_M04,ControlCommand,400000,500000,37300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C02_M04_A2_C02_M04,ControlCommand,400000,500000,78400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C02_M04_A3_C02_M04,ControlCommand,400000,500000,83300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C02_M04_A4_C02_M04,ControlCommand,400000,500000,77700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M01_A1_C03_M01,ControlCommand,400000,500000,60600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M01_A2_C03_M01,ControlCommand,400000,500000,18900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M01_A3_C03_M01,ControlCommand,400000,500000,13700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M01_A4_C03_M01,ControlCommand,400000,500000,54700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M02_A1_C03_M02,ControlCommand,400000,500000,75600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M02_A2_C03_M02,ControlCommand,400000,500000,54200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M02_A3_C03_M02,ControlCommand,400000,500000,18100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M02_A4_C03_M02,ControlCommand,400000,500000,11300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M03_A1_C03_M03,ControlCommand,400000,500000,87900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M03_A2_C03_M03,ControlCommand,400000,500000,45300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M03_A3_C03_M03,ControlCommand,400000,500000,3900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M03_A4_C03_M03,ControlCommand,400000,500000,83800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M04_A1_C03_M04,ControlCommand,400000,500000,29800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M04_A2_C03_M04,ControlCommand,400000,500000,36000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M04_A3_C03_M04,ControlCommand,400000,500000,82600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C03_M04_A4_C03_M04,ControlCommand,400000,500000,18100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M01_A1_C04_M01,ControlCommand,400000,500000,3400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M01_A2_C04_M01,ControlCommand,400000,500000,27600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M01_A3_C04_M01,ControlCommand,400000,500000,75500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M01_A4_C04_M01,ControlCommand,400000,500000,44700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M02_A1_C04_M02,ControlCommand,400000,500000,32400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M02_A2_C04_M02,ControlCommand,400000,500000,84300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M02_A3_C04_M02,ControlCommand,400000,500000,14200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M02_A4_C04_M02,ControlCommand,400000,500000,74300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M03_A1_C04_M03,ControlCommand,400000,500000,96000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M03_A2_C04_M03,ControlCommand,400000,500000,13000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M03_A3_C04_M03,ControlCommand,400000,500000,9900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M03_A4_C04_M03,ControlCommand,400000,500000,72300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M04_A1_C04_M04,ControlCommand,400000,500000,66600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M04_A2_C04_M04,ControlCommand,400000,500000,12200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M04_A3_C04_M04,ControlCommand,400000,500000,45100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C04_M04_A4_C04_M04,ControlCommand,400000,500000,40400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M01_A1_C05_M01,ControlCommand,400000,500000,67900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M01_A2_C05_M01,ControlCommand,400000,500000,81300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M01_A3_C05_M01,ControlCommand,400000,500000,31700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M01_A4_C05_M01,ControlCommand,400000,500000,87600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M02_A1_C05_M02,ControlCommand,400000,500000,15400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M02_A2_C05_M02,ControlCommand,400000,500000,73800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M02_A3_C05_M02,ControlCommand,400000,500000,88600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M02_A4_C05_M02,ControlCommand,400000,500000,43400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M03_A1_C05_M03,ControlCommand,400000,500000,31800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M03_A2_C05_M03,ControlCommand,400000,500000,96100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M03_A3_C05_M03,ControlCommand,400000,500000,67700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M03_A4_C05_M03,ControlCommand,400000,500000,65300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M04_A1_C05_M04,ControlCommand,400000,500000,82200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M04_A2_C05_M04,ControlCommand,400000,500000,4900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M04_A3_C05_M04,ControlCommand,400000,500000,14300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C05_M04_A4_C05_M04,ControlCommand,400000,500000,33100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M01_A1_C06_M01,ControlCommand,400000,500000,1100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M01_A2_C06_M01,ControlCommand,400000,500000,18500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M01_A3_C06_M01,ControlCommand,400000,500000,99400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M01_A4_C06_M01,ControlCommand,400000,500000,48900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M02_A1_C06_M02,ControlCommand,400000,500000,59400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M02_A2_C06_M02,ControlCommand,400000,500000,59500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M02_A3_C06_M02,ControlCommand,400000,500000,98500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M02_A4_C06_M02,ControlCommand,400000,500000,97900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M03_A1_C06_M03,ControlCommand,400000,500000,8500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M03_A2_C06_M03,ControlCommand,400000,500000,38600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M03_A3_C06_M03,ControlCommand,400000,500000,96400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M03_A4_C06_M03,ControlCommand,400000,500000,82500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M04_A1_C06_M04,ControlCommand,400000,500000,21700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M04_A2_C06_M04,ControlCommand,400000,500000,24100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M04_A3_C06_M04,ControlCommand,400000,500000,26300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C06_M04_A4_C06_M04,ControlCommand,400000,500000,300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M01_A1_C07_M01,ControlCommand,400000,500000,68700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M01_A2_C07_M01,ControlCommand,400000,500000,97500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M01_A3_C07_M01,ControlCommand,400000,500000,84300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M01_A4_C07_M01,ControlCommand,400000,500000,29500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M02_A1_C07_M02,ControlCommand,400000,500000,17500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M02_A2_C07_M02,ControlCommand,400000,500000,98200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M02_A3_C07_M02,ControlCommand,400000,500000,30900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M02_A4_C07_M02,ControlCommand,400000,500000,39900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M03_A1_C07_M03,ControlCommand,400000,500000,76100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M03_A2_C07_M03,ControlCommand,400000,500000,58100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M03_A3_C07_M03,ControlCommand,400000,500000,100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M03_A4_C07_M03,ControlCommand,400000,500000,40200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M04_A1_C07_M04,ControlCommand,400000,500000,48200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M04_A2_C07_M04,ControlCommand,400000,500000,84100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M04_A3_C07_M04,ControlCommand,400000,500000,64600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C07_M04_A4_C07_M04,ControlCommand,400000,500000,17000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M01_A1_C08_M01,ControlCommand,400000,500000,57900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M01_A2_C08_M01,ControlCommand,400000,500000,24800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M01_A3_C08_M01,ControlCommand,400000,500000,92200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M01_A4_C08_M01,ControlCommand,400000,500000,37200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M02_A1_C08_M02,ControlCommand,400000,500000,91100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M02_A2_C08_M02,ControlCommand,400000,500000,15300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M02_A3_C08_M02,ControlCommand,400000,500000,70400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M02_A4_C08_M02,ControlCommand,400000,500000,53500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M03_A1_C08_M03,ControlCommand,400000,500000,30000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M03_A2_C08_M03,ControlCommand,400000,500000,3000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M03_A3_C08_M03,ControlCommand,400000,500000,33000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M03_A4_C08_M03,ControlCommand,400000,500000,84700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M04_A1_C08_M04,ControlCommand,400000,500000,30200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M04_A2_C08_M04,ControlCommand,400000,500000,78800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M04_A3_C08_M04,ControlCommand,400000,500000,90200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C08_M04_A4_C08_M04,ControlCommand,400000,500000,47800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M01_A1_C09_M01,ControlCommand,400000,500000,1700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M01_A2_C09_M01,ControlCommand,400000,500000,37800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M01_A3_C09_M01,ControlCommand,400000,500000,30200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M01_A4_C09_M01,ControlCommand,400000,500000,99700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M02_A1_C09_M02,ControlCommand,400000,500000,2400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M02_A2_C09_M02,ControlCommand,400000,500000,83500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M02_A3_C09_M02,ControlCommand,400000,500000,43200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M02_A4_C09_M02,ControlCommand,400000,500000,43100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M03_A1_C09_M03,ControlCommand,400000,500000,36800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M03_A2_C09_M03,ControlCommand,400000,500000,47500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M03_A3_C09_M03,ControlCommand,400000,500000,28800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M03_A4_C09_M03,ControlCommand,400000,500000,72900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M04_A1_C09_M04,ControlCommand,400000,500000,23900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M04_A2_C09_M04,ControlCommand,400000,500000,48300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M04_A3_C09_M04,ControlCommand,400000,500000,86800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C09_M04_A4_C09_M04,ControlCommand,400000,500000,8000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M01_A1_C10_M01,ControlCommand,400000,500000,96700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M01_A2_C10_M01,ControlCommand,400000,500000,41100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M01_A3_C10_M01,ControlCommand,400000,500000,14800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M01_A4_C10_M01,ControlCommand,400000,500000,91800,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M02_A1_C10_M02,ControlCommand,400000,500000,98100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M02_A2_C10_M02,ControlCommand,400000,500000,17100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M02_A3_C10_M02,ControlCommand,400000,500000,600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M02_A4_C10_M02,ControlCommand,400000,500000,66100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M03_A1_C10_M03,ControlCommand,400000,500000,44000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M03_A2_C10_M03,ControlCommand,400000,500000,52400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M03_A3_C10_M03,ControlCommand,400000,500000,23700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M03_A4_C10_M03,ControlCommand,400000,500000,75100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M04_A1_C10_M04,ControlCommand,400000,500000,18400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M04_A2_C10_M04,ControlCommand,400000,500000,76200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M04_A3_C10_M04,ControlCommand,400000,500000,70900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C10_M04_A4_C10_M04,ControlCommand,400000,500000,93700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M01_A1_C11_M01,ControlCommand,400000,500000,10400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M01_A2_C11_M01,ControlCommand,400000,500000,20200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M01_A3_C11_M01,ControlCommand,400000,500000,70500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M01_A4_C11_M01,ControlCommand,400000,500000,72400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M02_A1_C11_M02,ControlCommand,400000,500000,3600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M02_A2_C11_M02,ControlCommand,400000,500000,23400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M02_A3_C11_M02,ControlCommand,400000,500000,25300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M02_A4_C11_M02,ControlCommand,400000,500000,70400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M03_A1_C11_M03,ControlCommand,400000,500000,52700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M03_A2_C11_M03,ControlCommand,400000,500000,51000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M03_A3_C11_M03,ControlCommand,400000,500000,71000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M03_A4_C11_M03,ControlCommand,400000,500000,54000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M04_A1_C11_M04,ControlCommand,400000,500000,16600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M04_A2_C11_M04,ControlCommand,400000,500000,17100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M04_A3_C11_M04,ControlCommand,400000,500000,47400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C11_M04_A4_C11_M04,ControlCommand,400000,500000,24500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M01_A1_C12_M01,ControlCommand,400000,500000,44400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M01_A2_C12_M01,ControlCommand,400000,500000,25500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M01_A3_C12_M01,ControlCommand,400000,500000,96300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M01_A4_C12_M01,ControlCommand,400000,500000,26000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M02_A1_C12_M02,ControlCommand,400000,500000,31400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M02_A2_C12_M02,ControlCommand,400000,500000,70200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M02_A3_C12_M02,ControlCommand,400000,500000,14600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M02_A4_C12_M02,ControlCommand,400000,500000,86200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M03_A1_C12_M03,ControlCommand,400000,500000,46900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M03_A2_C12_M03,ControlCommand,400000,500000,40100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M03_A3_C12_M03,ControlCommand,400000,500000,94400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M03_A4_C12_M03,ControlCommand,400000,500000,60900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M04_A1_C12_M04,ControlCommand,400000,500000,67300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M04_A2_C12_M04,ControlCommand,400000,500000,47200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M04_A3_C12_M04,ControlCommand,400000,500000,72300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C12_M04_A4_C12_M04,ControlCommand,400000,500000,82700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M01_A1_C13_M01,ControlCommand,400000,500000,30000,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M01_A2_C13_M01,ControlCommand,400000,500000,58700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M01_A3_C13_M01,ControlCommand,400000,500000,300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M01_A4_C13_M01,ControlCommand,400000,500000,52900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M02_A1_C13_M02,ControlCommand,400000,500000,15700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M02_A2_C13_M02,ControlCommand,400000,500000,3400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M02_A3_C13_M02,ControlCommand,400000,500000,34100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M02_A4_C13_M02,ControlCommand,400000,500000,2500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M03_A1_C13_M03,ControlCommand,400000,500000,47500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M03_A2_C13_M03,ControlCommand,400000,500000,6300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M03_A3_C13_M03,ControlCommand,400000,500000,58400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M03_A4_C13_M03,ControlCommand,400000,500000,47600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M04_A1_C13_M04,ControlCommand,400000,500000,15500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M04_A2_C13_M04,ControlCommand,400000,500000,72600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M04_A3_C13_M04,ControlCommand,400000,500000,61500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C13_M04_A4_C13_M04,ControlCommand,400000,500000,45300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M01_A1_C14_M01,ControlCommand,400000,500000,60400,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M01_A2_C14_M01,ControlCommand,400000,500000,6700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M01_A3_C14_M01,ControlCommand,400000,500000,47300,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M01_A4_C14_M01,ControlCommand,400000,500000,65100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M02_A1_C14_M02,ControlCommand,400000,500000,36900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M02_A2_C14_M02,ControlCommand,400000,500000,34200,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M02_A3_C14_M02,ControlCommand,400000,500000,99700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M02_A4_C14_M02,ControlCommand,400000,500000,50100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M03_A1_C14_M03,ControlCommand,400000,500000,27100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M03_A2_C14_M03,ControlCommand,400000,500000,35100,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M03_A3_C14_M03,ControlCommand,400000,500000,71600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M03_A4_C14_M03,ControlCommand,400000,500000,34900,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M04_A1_C14_M04,ControlCommand,400000,500000,15600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M04_A2_C14_M04,ControlCommand,400000,500000,53700,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M04_A3_C14_M04,ControlCommand,400000,500000,99600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C14_M04_A4_C14_M04,ControlCommand,400000,500000,22600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C15_M01_A1_C15_M01,ControlCommand,400000,500000,22600,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C15_M01_A2_C15_M01,ControlCommand,400000,500000,86500,L_ROR
6/5,5,6,False,True,480000,L_ROR_A120,CMD_PLC_C15_M01_A3_C15_M01,ControlCommand,400000,500000,88500,L_ROR
